ID,NAME,ADDRESS,CITY,REGION,POSTALCODE,LAT,LON
ICL0217585,S.R Electricals,"2-111/1, Road No 6, Bala Nagar, Sobhana Colony",Hyderabad,Telangana,500037,17.47377,78.42773
ICL0217649,Pharmacy,"246/3Rt,Sanjeeva Reddy Nagar Road,Bapu Nagar,Sanjeeva Reddy Nagar",Hyderabad,Telangana,500038,17.44253,78.4416
ICL0217752,A R Apparels,"2-4-542,Nallagutta,Near Cmwt Complex,Ramgopalpet",Hyderabad,Telangana,500003,17.43521,78.48788
ICL0217762,Real Estate,"Plot No 4 Gf,Rajiv Gagruha,Nandanavanam,Near Tkr College Bus Stop,R N Reddy Nagar Colony Road,Meerpet",Hyderabad,Telangana,500097,17.32646,78.53826
ICL0217765,Fresh Kondapur,"Park View,Plot No-5,No 6,Village,Kondapur",Hyderabad,Telangana,500084,17.47459,78.36317
ICL0217794,M/S Sadhana Traders,"Plot No 22, Medical Society, Vivekananda Nagar Colony, Kukutpally,",Hyderabad,Telangana,500072,17.49278,78.40942
ICL0217878,Priyanka Medical & General Stores,"Behind Bapughat,Aradhana Hotel,Langer House",Hyderabad,Telangana,500008,17.37294,78.4142
ICL0217921,Bombay Bar & Restaurant,"8-3-945/A/5,Nagarjuna Nagar Colony,Ameerpet",Hyderabad,Telangana,500073,17.43266,78.44654
ICL0217934,Sai Sri Power Systems,"7 34/3, Near Sivalayam Backside, Subashnagar, Ida Jeedimetla, Near By Naarayana Junior College",Hyderabad,Telangana,500055,17.52582,78.44792
ICL0217942,Bhashith Fabrication &Rolling Shutters,"4-35-350/42,Jagadgiri Kukatpally Cross Road,Anjaiah Nagar,Near Anu Bawarchi Family Restaurant,Kamalaprasad Nagar",Hyderabad,Telangana,500072,17.49875,78.42246
ICL0218013,Bavyesh Life Sciences,"3/5/106/8 Plot No 16, Medical Society, Near V V Nagar, Kukatpally,",Hyderabad,Telangana,500072,17.49068,78.41357
ICL0218021,Smart Generation Mobiles,"H No 3-7-121,Big Bazar,Mansoorabad,G S I Road,L B Nagar",Hyderabad,Telangana,500074,17.35296,78.55657
ICL0218028,Mega The Digital Studio & Videography,"Fly Over Bridge,Hyderabad Jubilee Ho Road,Dabeerpura",Hyderabad,Telangana,500023,17.36733,78.48708
ICL0218044,Sri Radhaswami Enterprises,"Plotno Ews 97 1 St Floor Roadno 2, Kphb Colony, Kukatpally",Hyderabad,Telangana,500072,17.48838,78.40106
ICL0218045,Flex Printing,"H No 3-67/C,Raghava Reddy Complex,New Nagole",Hyderabad,Telangana,500035,17.37562,78.55532
ICL0218099,Vinod Electronic,"Shop Number 17-7-733, Yakutpura Railway Station, Yakutpura Road, Dabeerpura South",Hyderabad,Telangana,500023,17.36169,78.49118
ICL0218118,St Theresa S School Of Nursing,"Opp Rythu Bazar,Sanath Nagar",Hyderabad,Telangana,500038,17.4516,78.4391
ICL0218144,A P Weighing And Measuring Instrument Corporation,"H No 143/2,S No 4,Idpl Cross Road,Opposite Gauthami College,Sowbhagya Nagar",Hyderabad,Telangana,500042,17.48837,78.45065
ICL0218164,Ayaan Auto Consultant,"23-6-216/5/B,Near Mir Ka Daira,Hari Bowli Rd",Hyderabad,Telangana,500002,17.35407,78.47758
ICL0218179,B S Travels,"Sultan Villa,Dmrl X Road,S N Nagar,Near Om Bhim Jewellers",Hyderabad,Telangana,500059,17.3561,78.50476
ICL0218205,Sri Jaya Lakshmi Infra Projects,"H No 4/32/1548, Allwyn Colony Phase Ii, Kukatpally, Near By Icici Bank Atm",Hyderabad,Telangana,500072,17.50549,78.41361
ICL0218239,Secunderabad Refridgeration & Electricals,"4-3-286,Near Mahakali Temple,R C Road,Old Bhoiguda",Hyderabad,Telangana,500003,17.43419,78.49244
ICL0218263,Abhaya Technologies,"7-8-140/1,Goutam Nagar,Ferozguda,Bowenpally",Hyderabad,Telangana,500042,17.46333,78.45662
ICL0218267,Zee Computers,"Ground Floor, Annpurna Block, Satyam Theatre Road, Ameerpet, Opposite Oriental Bank Of Commerce Atm",Hyderabad,Telangana,500038,17.43754,78.44541
ICL0218285,24/7 Customer Care Services,"Fortune Building,Near Kotak Mahindra Bank,Somajiguda",Hyderabad,Telangana,500082,17.42852,78.45629
ICL0218311,K Sanjeeva Reddy,"District Registrar Office,Ranga Reddy District,S No 39,Sony Complex,Near Kukatpally,Y Junction",Hyderabad,Telangana,500072,17.47538,78.4268
ICL0218317,The Ap Mahesh Co - Op Urban,"14-7-30 & 31,Begum Bazaar",Hyderabad,Telangana,500012,17.372,78.46884
ICL0218499,S Ravinder Reddy,"Plot No 303,3rd Flor,Santana Ecstacy,Street No 2,Himayat Nagar",Hyderabad,Telangana,500013,17.39259,78.51354
ICL0218533,Life Insurance Corporation Of India,"Inner Ring Road,Shivrampalli Village,Sivarampalli,Near Pharmaceutical & General",Hyderabad,Telangana,500018,17.45662,78.41
ICL0218565,Pvp Ventures Limited,"4th Floor,Punnaiah Plaza,Pot No 83 & 84,Road No 2,Banjara Hills",Hyderabad,Telangana,500033,17.42628,78.41821
ICL0218619,Cloth Drying Ceiling Hanger,"Huda Complex,Saroornagar",Hyderabad,Telangana,500035,17.36576,78.53958
ICL0218620,E T Fashions,"Room No 207 2 Floor, H No 10 2 P And T Colony, Dilsukhnagar",Hyderabad,Telangana,500060,17.37025,78.53032
ICL0218629,Adventz Kalindee Rail Nirman (Engineers) Ltd.,"Plot No. 64B,1St Floor,Krishnapuri Colony,West Marredpally",Hyderabad,Telangana,500003,17.43616,78.50297
ICL0218706,Techno-comp Computer Services Private Limited,"H No-7-1-54/2,I St Floor,D K Road,Behind Mch Play Ground,Ameerpet",Hyderabad,Telangana,500016,17.4391,78.4509
ICL0218720,Almas Bangles & Jewellers,"21-2-270,Lad Bazar",Hyderabad,Telangana,500002,17.36179,78.47395
ICL0218771,Shruti Dental Clinic,"12-11-416-314,Beside Sridevi Nursing Home,Warasiguda",Hyderabad,Telangana,500061,17.42278,78.51661
ICL0218775,Soft Tailors,"Sanjay Nagar,Yousuffgguda",Hyderabad,Telangana,500045,17.44947,78.41841
ICL0218787,Sai Ram Bakery,"Lakshmi Nagar Colony, Opposite To Teegala Krishna Reddy College Of Pharmacy,Meerpet",Hyderabad,Telangana,500097,17.32226,78.53635
ICL0218870,Sneha Beauty Parlour,"Balapur Cross Road, Balapur, Near M.Anand Function Hall, Meerpet",Hyderabad,Telangana,500097,17.31935,78.51962
ICL0218906,Golden Chicken & Mutton Center,"Medchal Rd, Devender Colony, Kompally",Hyderabad,Telangana,500067,17.49973,78.47546
ICL0218924,Vijaya Diagnostic Center,"Opp.Ambedkar Statue, Moula Ali, Near Sri Venkateshwara Tiffins Center",Hyderabad,Telangana,500040,17.45953,78.55769
ICL0218939,Sri Laxmi Enterprises,"Krishna Nagar Colony,Rdno 4,Main Road,N F C",Hyderabad,Telangana,500040,17.4602,78.558
ICL0219121,Dr Sailaja Devi - (Fernandez Hospital),"4-1-1230,Bogulkunta",Hyderabad,Telangana,500001,17.39225,78.47942
ICL0219137,Citizen Motor Works,"Shop No 5 - 4 - 210, Mahatma Gandhi Road, Kavadiguda, Nr Board Club",Hyderabad,Telangana,500003,17.42621,78.48618
ICL0219147,A P Electricals And Engineers,"Plot No 3, Sanjeevaiah House Building Society, Sikh Village Opp Hanuman Templ, Secunderabad, Near By Seven Temples",Hyderabad,Telangana,500011,17.46236,78.47565
ICL0219153,Sri Sai Ram Caterers & Tent House,"Plot No 115,Sri Kamala Prasanna Nagar,Allwyn Colony Road,Vivekanda Nagar Road,Kukatpally",Hyderabad,Telangana,500072,17.49974,78.41633
ICL0219156,Haji Mohd Ibrahim,"Br 22-8-177,Naya Pool",Hyderabad,Telangana,500002,17.3695,78.476
ICL0219159,Nawaz Gym,"Sun City, Bandlaguda Jagir, Near By Sri Laxminarasimha Swamy Temple",Hyderabad,Telangana,500091,17.36557,78.39764
ICL0219162,Sainath Jewellers,"404, Imperial Plaza, 4 Th Floor, Beside Topaz Building, Somajiguda, Punjagutta, Dwarakapuri",Hyderabad,Telangana,500082,17.42455,78.45108
ICL0219275,Sai Ashaya Curry Point,"89,Indra Reddy Alwyn Colony,Near Hemadurga Plaza,Hafeezpet",Hyderabad,Telangana,500050,17.49085,78.35118
ICL0219358,Ganesh Garments,"King Kothi Road,Gun Foundry,Near Agarwal Chambers,Basheer Bagh",Hyderabad,Telangana,500029,17.39432,78.48
ICL0219365,Bharat Interior Decors,"15-4-60&61,Gowliguda Chaman,Maharani Jhansi Road,Osman Shahi,Gowliguda Kaman,Gowliguda",Hyderabad,Telangana,500012,17.37839,78.47849
ICL0219444,Canara Bank,"D L R L Extension Counter,Chandrayanagutta",Hyderabad,Telangana,500005,17.32844,78.48107
ICL0219445,Aryan Garments - Fashion Trendz,"#9-27/1,Deccan Gramina Bank Building,Konark Theatre Ln,Dilsukj Nagar,Anamangal Kumari Kunta,Lalitha Nagar,Gaddiannaram",Hyderabad,Telangana,500060,17.36845,78.52597
ICL0219462,M L Homoeo Clinic,"Nagul Chinta Road,Murad Nagar,Near Gayatri Mandir,Lal Darwaza",Hyderabad,Telangana,500065,17.35016,78.47461
ICL0219647,C.Madan Lal Cloth Merchant,"Rikab Gunj Road, Rikab Gunj, Near By Women Police Station,Ghansi Bazaar",Hyderabad,Telangana,500002,17.36697,78.47379
ICL0219651,M/S Legend Biotechnologies,"5/4/7/1 Plot No/ 82, Road No- 4, Bjp Office Road, Ramayya Nagar, Kukatpally,",Hyderabad,Telangana,500072,17.48718,78.41659
ICL0219672,Melody Institute Of Music,"Survey No 56,Saba Hotel Complex,2nd Floor,Tirmalgiri X Road",Hyderabad,Telangana,500015,17.47093,78.50918
ICL0219740,Vigna Vardhani High School,"30-265,Opposite Ramchandra Theatre,Bollaram Road,Near Jivan Health Care Products,Safilguda",Hyderabad,Telangana,500049,17.49712,78.36195
ICL0219743,Sai Baba Stores,"Near Raj Bhavan Road,Somajiguda",Hyderabad,Telangana,500082,17.42511,78.45705
ICL0219745,Kamdar Marketing,"5 / 8 / 57 / 1 1St Floor, Arham Estate, Nampally Stn Road, Nampally,",Hyderabad,Telangana,500001,17.39086,78.46789
ICL0219813,Perfect Hardware,"Bibi Ka Chashma,Opposite Mashallah Bakers,Vattepally Road,Vattepally",Hyderabad,Telangana,500053,17.33697,78.46537
ICL0219830,Modern Mechanical Work,"Shop 18-78/A,V V Nagar Road,Kamala Nagar,Chaitanyanagar,Dilsukh Nagar",Hyderabad,Telangana,500060,17.36774,78.53084
ICL0219993,Sargam Electrical,"Shop No. 9-4-109/1, Tolichowki X Road, Prof Cr Rd, Balreddy Nagar, Toli Chowki",Hyderabad,Telangana,500008,17.3983,78.41634
ICL0220074,Pushpanjali Collection,"Shirdi Nagar,Hayathnagar",Hyderabad,Telangana,501505,17.32946,78.59472
ICL0220081,Navbhara Steel,"30-253/2/1/3 Laxmi Nagar,No 4 Road,A S Rao Nagar",Hyderabad,Telangana,500062,17.47186,78.54973
ICL0220124,Ganesh Enterprises,"D Number-1-11/7,Shamirpet Mandal,Opposite N T R Statue,Thumkunta Road,Thumkunta,Thumukunta",Hyderabad,Telangana,500078,17.56451,78.55204
ICL0220143,Sai Deep Selections,"Bus Stop,B H E L,Chandanagar",Hyderabad,Telangana,500050,17.49474,78.318
ICL0220168,Physiotherapy,"Ggr Complex, Ground Floor, Upperpally Road, Hyderguda, Attapur",Hyderabad,Telangana,500048,17.36433,78.42591
ICL0220171,Sree Venkateshwara Saree & Matching Centre,"1-7-4/2,Kamala Nagar,Near Geethanjali School,Ecil",Hyderabad,Telangana,500062,17.47426,78.573
ICL0220189,Laxman Iron Shop,"Opp Genius Grammar School, Akbarpura, Toli Chowki",Hyderabad,Telangana,500008,17.39404,78.41507
ICL0220196,Vani Medicals,"1-16-147/5,Lane Number 2B,Madhavi Nagar Colony,Lothukunta,Alwal",Hyderabad,Telangana,500010,17.49976,78.5102
ICL0220220,Cheerla's Fashions,"House No 2-1-23/31,Near Hmt Hills,Opposite Jntu,High Tension Road,Indira Nagar Colony,Kukatpally",Hyderabad,Telangana,500090,17.50449,78.39897
ICL0220249,Apex Engineers,"5-36/4,Prashant Nagar,Beside Mr Steel,Kukatpally",Hyderabad,Telangana,500072,17.47629,78.42696
ICL0220252,Yogvidya,"188,Phase 2,Near Diamond Function Hotel,Gunrock Enclave,Bowenpally",Hyderabad,Telangana,500009,17.45775,78.49589
ICL0220312,M/S Wheels Point,"Shop No 1 2 & 3, Vayunandan Complex, Trimulgherry, Sec Bad,",Hyderabad,Telangana,500015,17.49271,78.51238
ICL0220335,Sri Chandra Industries,"H No 8-3-166/2/C,Opposite Highway Bar & Restaurant,Erragadda",Hyderabad,Telangana,500037,17.47602,78.44623
ICL0220391,Indexx Holidays,"Kukatpally Housing Board - Hitech City Road,Phase Iii,K P H B Phase 3,Kukatpally Bombay,Kulfi Orginal,Kukatpally,Near Dudo'S Tattoo Studio",Hyderabad,Telangana,500072,17.48855,78.39184
ICL0220410,Balaji Electronic,"2-21-29, Tilleri Road, Sikh Village, Bowenpally, Secunderabad",Hyderabad,Telangana,500009,17.45773,78.48901
ICL0220416,Global Motors Auto Consultancy,"Shop No-12,Near Bharat Petrol Pump,Mustafa Towers,Lakadikapul,Lakdi Ka Pool",Hyderabad,Telangana,500038,17.43708,78.44486
ICL0220431,Sri Srinivasa Jewellery Works,"1-4-205,Kalasi Guda Road,Near Sivalayam Temple,Kalasiguda",Hyderabad,Telangana,500003,17.43841,78.49062
ICL0220468,Osmanganj Extn Co-op Soc Limited,"I Floor,5-2-200/A/104,New Osmangunj",Hyderabad,Telangana,500012,17.38033,78.47521
ICL0220539,G K Kids Wear,"Beeramguda Main Road,Shirdi Sai Colony,Beeramguda,Sai Colony,Near M.S.Reddy Shopping Complex,Ramachandra Puram",Hyderabad,Telangana,502032,17.51185,78.30185
ICL0220562,Om Sai Curry Point,"X Road,Jilleaguda,Gayatri Nagar",Hyderabad,Telangana,500079,17.3368,78.53175
ICL0220588,Bharath Kirana And Generals,"Plot No 48-303,Durga Nagar,Chandra Nagar,Opp St.Martin'S High School,Balanagar",Hyderabad,Telangana,500054,17.49113,78.45059
ICL0220613,Metro Speciality Dental Hospital,"1St Left, Dilsukhnagar, Nr Saibaba Temple, Near Chilkalguda Railway Kalyana , Seethaphalmandi Road",Hyderabad,Telangana,500025,17.43075,78.50827
ICL0220623,Modern Fabrication,"422/42/A,Inner Ring Road,Netaji Nagar Colony,Near Ajith Enterprises (Hp Gas Agency),Langar Houz",Hyderabad,Telangana,500008,17.37912,78.42914
ICL0220709,Sree Hasini Ladies Emporium,"1-1-336/33,Chikkada Palli 4 Street,Viveka Nagar,Rtc Cross Road,Himayatnagar,Near Aswini Allergy Centre",Hyderabad,Telangana,500020,17.4042,78.49271
ICL0220774,Sri Balaji Ganesh Mithai Bhandar,"12-6-2/173,Nh65,M J Colony,Vivek Nagar,Kukatpally",Hyderabad,Telangana,500072,17.48335,78.41281
ICL0220780,Baba Hair Saloon,"92B,High Tension Line Road,Dowa Colony,Dynamics Colony,Rangapuram,Miyapur",Hyderabad,Telangana,500049,17.5071,78.36456
ICL0220812,Sri Krishna Steel House,"Mallempet Road,Opp Narayana Junior College,Bachupally",Hyderabad,Telangana,500090,17.5412,78.36388
ICL0220856,Safder Medical & General Store,"18-8-681/1,Jama Masjid,Rain Bazar,Rein Bazaar",Hyderabad,Telangana,500023,17.35738,78.49372
ICL0220908,Fifo Services,"Flat No 404,Sahithi Kadamanchi Complex,Opposite Chaitanyapuri Petrol Station,Dilsukh Nagar",Hyderabad,Telangana,500060,17.368,78.5336
ICL0220947,Sri Sai Amrutha Home Foods,"Plot No, Bhagyanagar Colony, Kukatpally",Hyderabad,Telangana,500072,17.47158,78.38939
ICL0220949,S V Designer Tailor,"Shop No 63,Ground Floor,S Y J Complex,Patherhatti,Near Bus Stop,Madina",Hyderabad,Telangana,500002,17.36672,78.4759
ICL0220959,Advanced Homeo Clinic,"Near Kidzee, 12-2-800/436, Reti Bowli, Rethibowli, Near By Smile Dental Hospital,Mehdipatnam",Hyderabad,Telangana,500028,17.39194,78.43037
ICL0221039,Fast Line,"Shop No 11-6-315,Opposite Ekminar Masjid,Nampally",Hyderabad,Telangana,500001,17.39094,78.46752
ICL0221118,Sri Venkata Sai Dental Clinic,"Mmts Main Road,Gangaram,Chanda Nagar",Hyderabad,Telangana,500050,17.49482,78.3322
ICL0221199,Maaruthi Driving School,"Plot No 3,Beside Balaji Sweet House,Near Sushma Theatre,Sushma Theatre Road,Vanastalipuram",Hyderabad,Telangana,500070,17.33366,78.57523
ICL0221287,M G Electrical Works,"6-34, Mg Road, Patancheru Industrial Area, Patancheru",Hyderabad,Telangana,502319,17.53364,78.26611
ICL0221289,Akshara Beauty Parlour,"Saroor Nagar Rd, Lingojiguda, Bhagya Nagar, Saroornagar",Hyderabad,Telangana,500035,17.35098,78.54035
ICL0221292,Mahalaxmi Traders,"Plot No 50 Shutter 1, Near Bus Stand, Nizampet, Kukatpally,",Hyderabad,Telangana,500090,17.50133,78.3895
ICL0221354,Childcare Clinic,"7,Main Road,Near Moti Nagar X Road,Kalyan Nagar",Hyderabad,Telangana,500018,17.45246,78.42327
ICL0221409,Amrutha Real Estate,"Hd Bakers,Gandinagar,Srinivasa Colony,Uppal",Hyderabad,Telangana,500039,17.4025,78.56849
ICL0221462,Balaji Hardware,"Ews 547,Road No 2,Opposite Sai Santosh Auto Works,Kphb",Hyderabad,Telangana,500072,17.48914,78.39914
ICL0221597,The Mithra Agencies,"Tolichowki Rd, Kakatiya Nagar, Toli Chowki",Hyderabad,Telangana,500008,17.3961,78.42525
ICL0221637,S M Machine Tools,"10-4-771/82/40,Owasi Pura,Masab Tank",Hyderabad,Telangana,500028,17.403,78.44794
ICL0221669,New Bharath Printers,"3-8-124/7,Beside Qutubshahi Masjid,Main Road,Ramanthapur",Hyderabad,Telangana,500013,17.39914,78.53576
ICL0221684,Sambtek Forex Limited,"Prashanti Mention,Beside Ct Bank Atm,Road No 1,Opposite Music World,Banjara Hills",Hyderabad,Telangana,500034,17.40947,78.45023
ICL0221755,Sri Ent Clinic,"3Rd Floor,Svr Towers,Srinagar Colony Main Road,Opposite Axis Bank,Vst Colony,Punjagutta",Hyderabad,Telangana,500073,17.42977,78.4464
ICL0221811,Royal Enfield -Two Wheeler Repair Shop,"Mumbai Highway, Rd Number 1, Friends Colony, Chanda Nagar",Hyderabad,Telangana,500050,17.4956,78.31925
ICL0221980,Akbar Fast Food,"Beside Sbh, Shah Ali Banda New Road, Charminar, Khilwat",Hyderabad,Telangana,500002,17.35992,78.47417
ICL0221994,Anand Stampings,"2-142,Roadno 6,Sobhana Colony,Balanagar",Hyderabad,Telangana,500042,17.46123,78.45339
ICL0222030,New Habeeb,"Shop No B6,Mukarram Jahi Market,Jullu Khana Complex,Near Sidra Colection,Lad Bazar",Hyderabad,Telangana,500002,17.36132,78.47273
ICL0222090,Anu Beauty Clinic,"313, Road Number 11, Sravanthi Nagar, Icrisat Colony, Jubilee Hills",Hyderabad,Telangana,500033,17.43556,78.41847
ICL0222102,Hi-rise Associates,"Hid2,Block-5,Plot N O15,Near Rpc Kalbhavan Baghungampally",Hyderabad,Telangana,500020,17.40238,78.50033
ICL0222247,Sony Bakery,"Laxmi Nagar Colony, Gundlapochampalli",Hyderabad,Telangana,500100,17.56906,78.49049
ICL0222263,Innovative Coatings,"6 93, Suraram Dullapally, Quthbullapur, Near By Unicent School",Hyderabad,Telangana,500100,17.54006,78.48408
ICL0222291,Siri Udeep,"8-3-231/A/22 Krishna Nagar,Nr Kotla A Vijay Bhaskar Reddy Stadium,Yousufguda",Hyderabad,Telangana,500045,17.43353,78.42813
ICL0222588,Sai Textiles,"211,Hi-Tension Road,Nethaji Nagar,Chandrapuri Colony,Near Rukminipuri Colony,Kapra",Hyderabad,Telangana,500094,17.48581,78.55476
ICL0222593,Sri Yeshwanth Boys Hostel,"Nh65,Dharma Reddy Colony Phase I,Kukatpally,Near Sri Pooja Sanitary And Hardware",Hyderabad,Telangana,500085,17.49553,78.39679
ICL0222600,Best Investigators,"121,Rahmath Complex,Ameerpet Cross Road",Hyderabad,Telangana,500082,17.4344,78.4459
ICL0222653,Dr M Ravikanth,"11-9-7, No 1, Sbi Colony, Nagole Road, Kothapet, Dilsukh Nagar, Beside Andhra Bank Atm, Inner Ring Road",Hyderabad,Telangana,500035,17.3695,78.55685
ICL0222660,Koteshwara,"8 - 2 - 293/82/Jiii/550/P, Road No 92, Film Nagar, Near Magnacode Clinic",Hyderabad,Telangana,500096,17.41665,78.41558
ICL0222683,Sri Ent Clinic,"Shop No, 135, 1St Floor, Rahmath Complex, Ameerpet X Roads, Near Ameerpet Chourastha, Beside Sriram Chit Funds, Near The Chennai Shopping Mall, Ameerpet Road",Hyderabad,Telangana,500082,17.43443,78.44624
ICL0222762,Dinshaws Restaurant,"Ground Floor, Hima Shiva Apartments, Opposite Shivam Road, Amberpet, Near Prashanth Nagar Bus Stop",Hyderabad,Telangana,500044,17.39859,78.51187
ICL0222764,New Mega City Steel,"Plot No 2-103,Gachibowli Miyapur Road,Sai Nagar,Opp Dargah,Hafeezpet",Hyderabad,Telangana,500049,17.48535,78.3597
ICL0222773,Indian Carpet House,"22-5-308, Panjeshah Road, Chowk Mohammed Khan, Chow Mohalla, Pathar Gatti",Hyderabad,Telangana,500002,17.36394,78.47774
ICL0222784,Mobile 21 Samsuhe Service Center,"Ground 4,S S Towers,Dilsukh Nagar",Hyderabad,Telangana,500060,17.36803,78.52234
ICL0222817,Raj Medical And General Store,"H No 8-6-112/7,Christian Colony,Hastinapur",Hyderabad,Telangana,500070,17.32784,78.5559
ICL0222894,K. Rajesh Footwear,"H No 1-10-125,3/2,Mayuri Marg,Mayur Marg,Begumpet",Hyderabad,Telangana,500016,17.44173,78.46233
ICL0222914,Renuka Devi Computers,"1-1-2-A,Gottalal Begumpet,P S Line,Madhapur",Hyderabad,Telangana,500033,17.44051,78.39458
ICL0222926,Aditya Stationery,"Old Safilguda,Secunderabad,Vinayaknagar Road,Near Krishnaveni School,Malakpet",Hyderabad,Telangana,500056,17.46896,78.54776
ICL0222990,Amar Gas Service,"3-6-164 Fl No 002,Laxmi Narayana Apartment,C-block,Himayat Nagar",Hyderabad,Telangana,500029,17.4055,78.4822
ICL0222998,Kanakadhar Ventures Private Limited,"B-5,Krishna Apartments 8-3-324,Yellareddy Guda",Hyderabad,Telangana,500073,17.4339,78.4444
ICL0223025,Bhagya Laxmi,"Chaitanyapuri,Dsnr,Near Yadagiri Cycle Store",Hyderabad,Telangana,500060,17.37305,78.5324
ICL0223081,Vijay Nivas Boys Hostel,"Apgli Building,Near Ramkrishna Theatre,Tilak Road,Troop Bazar,Abids",Hyderabad,Telangana,500001,17.38611,78.47959
ICL0223135,Skm Interiors,"Plot No 267, Maktha Mahaboobpet, Nizampet, Miyapur, Near Miyapur Ganesh Temple",Hyderabad,Telangana,500049,17.51489,78.36178
ICL0223205,Meena Cafe & Bakery,"12-10/590/99/1,Bside Post Office,Warasiguda",Hyderabad,Telangana,500061,17.42045,78.51733
ICL0223214,I Care Optical,"#9-4-133/A/6, Seven Tombs Road, Tolichowki, Raghava Colony, Neeraj Colony, Toli Chowki",Hyderabad,Telangana,500008,17.39869,78.41119
ICL0223235,Proxy Systems & Solutions Computer Sales & Service,"New Road,Opposite Gowtham Model School,Shah-Ali-Banda Near Andhr Steel",Hyderabad,Telangana,500002,17.35834,78.47051
ICL0223288,Venkata Laxmi Electrical Engineering,"D No 7-2-178,Ghasmandi Road,Near Mondha Market Trafic Police Station",Hyderabad,Telangana,500003,17.43418,78.49466
ICL0223351,Pragati Organics Limited,"Flat-103,I Floor,Pavan Palace,B/S Sbi,Village,Nizampet",Hyderabad,Telangana,500090,17.51586,78.38251
ICL0223416,Khanak Durga Cloth,"D No-3-6-435,Main Road,Beside Ing Vysya Bank,Himayat Nagar",Hyderabad,Telangana,500029,17.40339,78.48224
ICL0223418,S.K. Bath World,"# 4-1-584/1/2, Hindustan Gali, Troop Bazaar, Koti",Hyderabad,Telangana,500090,17.51374,78.38382
ICL0223441,Sri Shankar Assaing Home,"15-8-604,Siddiamber Bazar",Hyderabad,Telangana,500012,17.37589,78.47453
ICL0223649,Uppada Jamdani Pattu Sarees,"5-4-1494,Raithu Bazar Road,Phase 1,Sharadha Nagar,Vanasthalipuram",Hyderabad,Telangana,501505,A17.3285992,A78.5837982
ICL0223676,Ramdev Home Appliance,"Plot No.184A,Raghavendra Colony,Krishna Reddy Pet Road,Maruthi Nagar,Opp Icici Bank Atm,Ramachandra Puram",Hyderabad,Telangana,502032,17.52332,78.29874
ICL0223725,V V Tours And Travels,"Mal Ali,Ncl Apartment,Near Imroz Hotel",Hyderabad,Telangana,500040,17.45852,78.56451
ICL0223834,Tamanna Photo Studio,"No 23-1-490,1St Floor,Behind Alie Bathi School,Bibi Bazar X Road",Hyderabad,Telangana,500061,17.41975,78.51736
ICL0223871,Sri Sai Shanmukh Computers,"Near Reliance Fresh, Nagole X Road, Nagole - Bandlaguda Rd, Hanuman Gardens 2, Hanuman Nagar Garden 2, Nagole",Hyderabad,Telangana,500068,17.37595,78.55981
ICL0223910,Mahalakshmi Textiles,"Kukatpally, Near Ayaan Mobiles, Nizampet Road, Venkatraya Nagar",Hyderabad,Telangana,500090,17.51036,78.38499
ICL0223930,Touch Spa Hair And Beauty,"134/ D, 1St Floor, P G Road, Sindhi Colony Opp Resent 9 Sweet Secunderabad",Hyderabad,Telangana,500003,17.44009,78.48623
ICL0223937,Amarnath Yoga Center,"Silpa Park, Hafeezpet, Opposite To Suvirama Castle",Hyderabad,Telangana,500084,17.46983,78.36661
ICL0223949,Knee Replacement,"1-2-49/15, Nizampet Road, Nagarjuna Homes, Kukatpall, Near Hydernagar Bus Stop",Hyderabad,Telangana,500090,17.49908,78.38351
ICL0224059,Corner Point,"2-3-659/10,Moosarambagh Road,Azad Nagar,Near Care Medicals,Amberpet",Hyderabad,Telangana,500013,17.38242,78.51832
ICL0224180,Dakshin Foods,"Yellareddyguda, Balkampet Road",Hyderabad,Telangana,500073,17.43352,78.44217
ICL0224241,Shree Hospital,"Opposite Ambedkar College,Bagh Lingampally",Hyderabad,Telangana,500020,17.40193,78.49849
ICL0224245,Onlineitguru.Com,"Flat No: 101, Kvr Enclave, Above Icici Bank, Near Satyam Theatre, India, Ameerpet, Swathi Avenue",Hyderabad,Telangana,500016,17.43743,78.44839
ICL0224310,Posture Fits,"No 2-72,Ground Floor,Main Road,Anjaiah Nagar,Besides Radisson Hotel,Opposite Sreshta Marvel",Hyderabad,Telangana,500025,17.43067,78.51102
ICL0224344,Sana Bellampally Dance Academy,"10 - 6 - 400, Opposite Masjid Niyazi, Bhagyanagar Colony",Hyderabad,Telangana,500035,17.34828,78.53435
ICL0224387,Naresh Kirana And General Store,"Gandhi Statue Rd,Near Champapet Jama Masjid Trinetra Colony, East Maruti Nagar, New Santoshnagar, Champapet",Hyderabad,Telangana,500079,17.34418,78.51519
ICL0224402,Srinivasa Steel Furniture Works,"3-15,Opp Canada Bank,Old Bowenpally",Hyderabad,Telangana,500011,17.47801,78.47756
ICL0224424,Shoukat Book Bureau,"Mejggaiane,Unity House Buildin,S No 17,Upstairs Bombay Juice,Abids",Hyderabad,Telangana,500001,17.39188,78.47608
ICL0224470,Sri Balaji Mobiles,"3-6-V/467,Vivkekananda Nagar,Near Bus Stop,Vivekanand Nagar Colony Main Road,Kukatpally",Hyderabad,Telangana,500072,17.49587,78.41269
ICL0224481,Bharat Electricals,"17/1/383/62/Ff3, Priyadarshini Apartments, Vinayanagar Colony, Saidabad",Hyderabad,Telangana,500059,17.35957,78.51244
